<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20191218,000000,2634.4000000,2654.8000000,2612.0000000,2625.0000000,351565
20191219,000000,2625.0000000,2659.0000000,2615.0000000,2623.2000000,514549
20191220,000000,2653.0000000,2693.8000000,2650.2000000,2680.0000000,485015
20191223,000000,2683.6000000,2707.6000000,2675.2000000,2699.8000000,281916
20191224,000000,2704.6000000,2711.8000000,2676.2000000,2688.0000000,157888
20191225,000000,2689.6000000,2693.0000000,2672.0000000,2687.0000000,57691
20191226,000000,2688.2000000,2718.6000000,2678.0000000,2713.0000000,176600
20191227,000000,2713.8000000,2750.0000000,2710.0000000,2736.0000000,289311
20191230,000000,2735.6000000,2740.0000000,2665.0000000,2697.0000000,248021
20200103,000000,2712.2000000,2718.0000000,2677.4000000,2685.0000000,263527
20200106,000000,2682.2000000,2682.2000000,2650.6000000,2672.0000000,226702
20200108,000000,2663.8000000,2707.0000000,2636.2000000,2677.0000000,252503
20200109,000000,2685.0000000,2737.2000000,2683.4000000,2728.4000000,306731
20200110,000000,2728.6000000,2760.0000000,2700.2000000,2725.0000000,308125
20200113,000000,2713.4000000,2729.8000000,2692.0000000,2703.4000000,330909
20200114,000000,2719.0000000,2750.0000000,2683.8000000,2685.0000000,468516
20200115,000000,2677.0000000,2708.4000000,2660.0000000,2690.0000000,415484
20200116,000000,2678.2000000,2869.2000000,2673.2000000,2719.8000000,1470744
20200117,000000,2732.2000000,2776.8000000,2726.2000000,2772.8000000,668860
20200120,000000,2790.0000000,2827.0000000,2777.0000000,2800.0000000,339337
20200121,000000,2799.6000000,2799.6000000,2762.6000000,2770.0000000,350182
20200122,000000,2783.2000000,2799.6000000,2673.2000000,2790.0000000,755887
20200123,000000,2791.0000000,2826.6000000,2740.0000000,2820.2000000,480427
20200124,000000,2798.0000000,2818.0000000,2775.8000000,2798.0000000,366624
20200127,000000,2789.2000000,2802.0000000,2735.2000000,2780.0000000,481600
20200128,000000,2785.2000000,2813.8000000,2765.6000000,2799.8000000,357013
20200129,000000,2812.4000000,2890.0000000,2812.4000000,2890.0000000,679946
20200130,000000,2880.0000000,2905.0000000,2852.4000000,2888.0000000,344028
20200131,000000,2895.0000000,2913.0000000,2865.4000000,2873.4000000,296170
20200203,000000,2856.8000000,2899.6000000,2843.2000000,2880.6000000,270342
20200204,000000,2911.8000000,2994.8000000,2907.0000000,2990.0000000,469932
20200205,000000,3010.6000000,3081.0000000,2992.4000000,3008.2000000,692586
20200206,000000,3030.0000000,3076.0000000,3003.4000000,3048.2000000,389930
20200207,000000,3058.6000000,3140.0000000,3022.4000000,3103.8000000,479731
20200210,000000,3104.6000000,3143.0000000,3065.0000000,3087.2000000,422510
20200211,000000,3100.0000000,3131.2000000,3066.2000000,3085.0000000,340079
20200212,000000,3081.0000000,3083.2000000,3033.0000000,3037.2000000,551073
20200213,000000,3066.6000000,3097.0000000,3035.2000000,3087.4000000,516454
20200214,000000,3119.8000000,3127.6000000,2950.8000000,3011.0000000,1995630
20200217,000000,2980.4000000,2989.8000000,2935.4000000,2983.6000000,497430
20200218,000000,2990.0000000,2992.4000000,2917.2000000,2937.0000000,582824
20200219,000000,2921.4000000,2991.2000000,2912.6000000,2953.0000000,728333
20200220,000000,2945.0000000,2996.4000000,2941.4000000,2988.4000000,738945
20200221,000000,2975.0000000,2996.0000000,2910.6000000,2911.8000000,645644
20200225,000000,2799.8000000,2869.8000000,2672.6000000,2681.8000000,2303488
20200226,000000,2661.2000000,2704.8000000,2538.4000000,2690.8000000,2316101
20200227,000000,2665.0000000,2744.4000000,2620.4000000,2678.2000000,1662998
20200228,000000,2624.8000000,2686.0000000,2540.2000000,2659.8000000,1464045
20200302,000000,2732.8000000,2762.8000000,2615.2000000,2721.4000000,1290610
20200303,000000,2744.0000000,2784.8000000,2701.4000000,2723.0000000,971355
20200304,000000,2680.0000000,2708.8000000,2632.6000000,2654.2000000,697745
20200305,000000,2743.0000000,2744.6000000,2643.2000000,2728.2000000,894054
20200306,000000,2700.8000000,2711.8000000,2556.0000000,2685.0000000,1005756
20200310,000000,2520.0000000,2757.8000000,2500.0000000,2590.0000000,1510732
20200311,000000,2619.6000000,2640.0000000,2520.0000000,2615.0000000,910964
20200312,000000,2559.8000000,2560.0000000,2350.0000000,2460.0000000,1547538
20200313,000000,2439.8000000,2620.6000000,2400.0000000,2470.0000000,1221313
20200316,000000,2459.6000000,2459.6000000,2241.2000000,2370.0000000,1286296
20200317,000000,2320.0000000,2438.8000000,2257.0000000,2425.0000000,1078574
20200318,000000,2357.0000000,2400.0000000,2251.0000000,2318.8000000,1288232
20200319,000000,2345.4000000,2464.4000000,2273.2000000,2434.0000000,1509790
20200320,000000,2484.0000000,2593.4000000,2414.0000000,2455.2000000,1335704
20200323,000000,2376.8000000,2494.4000000,2295.0000000,2299.8000000,1233149
20200324,000000,2365.0000000,2489.0000000,2363.0000000,2459.0000000,1072509
20200325,000000,2549.8000000,2595.0000000,2480.2000000,2555.8000000,1339722
20200326,000000,2587.8000000,2640.0000000,2505.0000000,2610.0000000,1169462
20200327,000000,2649.8000000,2668.0000000,2552.6000000,2597.0000000,798730
20200330,000000,2589.6000000,2678.8000000,2577.0000000,2670.2000000,659554
20200331,000000,2700.0000000,2749.4000000,2647.0000000,2714.4000000,815448
20200401,000000,2653.0000000,2679.6000000,2591.0000000,2605.8000000,762168
20200402,000000,2621.0000000,2650.0000000,2493.8000000,2550.8000000,1102131
20200403,000000,2540.2000000,2584.0000000,2514.4000000,2520.0000000,915527
20200406,000000,2566.0000000,2609.0000000,2536.2000000,2582.0000000,785518
20200407,000000,2607.0000000,2695.0000000,2602.2000000,2668.0000000,910645
20200408,000000,2622.0000000,2742.6000000,2600.2000000,2742.6000000,758024
20200409,000000,2722.8000000,2755.8000000,2661.2000000,2697.2000000,1045760
20200410,000000,2705.0000000,2705.0000000,2671.6000000,2701.0000000,262317
20200413,000000,2667.8000000,2688.0000000,2623.2000000,2659.0000000,349223
20200414,000000,2697.8000000,2782.4000000,2687.6000000,2755.6000000,907990
20200415,000000,2717.6000000,2719.8000000,2584.4000000,2588.2000000,775540
20200416,000000,2606.8000000,2680.0000000,2570.2000000,2637.8000000,708410
20200417,000000,2655.6000000,2668.8000000,2620.2000000,2630.4000000,457724
20200420,000000,2664.0000000,2746.0000000,2642.0000000,2736.4000000,863566
20200421,000000,2681.8000000,2695.4000000,2601.0000000,2659.2000000,1018160
20200422,000000,2650.0000000,2706.8000000,2631.2000000,2655.0000000,785080
20200423,000000,2668.0000000,2677.0000000,2621.4000000,2640.6000000,505885
20200424,000000,2634.8000000,2655.0000000,2606.6000000,2621.0000000,402936
20200427,000000,2652.0000000,2715.0000000,2647.0000000,2715.0000000,783496
20200428,000000,2731.0000000,2856.8000000,2716.4000000,2754.8000000,1297877
20200429,000000,2800.2000000,2874.0000000,2775.4000000,2870.0000000,777309
20200430,000000,2898.0000000,2924.0000000,2812.2000000,2850.8000000,744921
20200504,000000,2809.8000000,2848.8000000,2776.8000000,2828.8000000,414159
20200505,000000,2849.8000000,2876.8000000,2831.0000000,2842.2000000,352411
20200506,000000,2849.0000000,2883.2000000,2830.2000000,2864.0000000,376841
20200507,000000,2869.0000000,2918.8000000,2858.0000000,2910.2000000,430050
20200508,000000,2975.0000000,2992.0000000,2933.0000000,2975.2000000,471330
20200512,000000,2968.0000000,2979.8000000,2927.0000000,2977.0000000,281684
20200513,000000,2958.4000000,2958.4000000,2890.4000000,2893.4000000,511700
20200514,000000,2875.2000000,2883.0000000,2785.8000000,2821.8000000,557815
20200515,000000,2858.0000000,2894.0000000,2795.8000000,2839.6000000,518342
20200518,000000,2877.0000000,2947.0000000,2870.4000000,2945.0000000,480408
20200519,000000,2976.0000000,2980.0000000,2923.6000000,2970.0000000,338651
20200520,000000,2955.2000000,3000.0000000,2941.0000000,2964.6000000,511039
20200521,000000,2944.0000000,2960.0000000,2895.0000000,2910.8000000,503956
20200522,000000,2889.8000000,2938.8000000,2880.6000000,2905.0000000,336192
20200525,000000,2913.8000000,2962.0000000,2908.2000000,2960.6000000,258725
20200526,000000,2968.8000000,2992.8000000,2911.4000000,2913.2000000,553908
20200527,000000,2905.8000000,2942.8000000,2817.2000000,2826.0000000,688266
20200528,000000,2875.4000000,2916.8000000,2860.4000000,2888.0000000,623076
20200529,000000,2865.0000000,2884.0000000,2811.6000000,2833.2000000,530562
20200601,000000,2849.6000000,2869.8000000,2814.4000000,2846.0000000,635598
20200602,000000,2848.0000000,2875.0000000,2821.2000000,2837.8000000,696965
20200603,000000,2848.4000000,2879.6000000,2835.0000000,2867.6000000,666883
20200604,000000,2864.8000000,2882.0000000,2837.0000000,2861.6000000,458534
20200605,000000,2874.2000000,2911.8000000,2850.0000000,2884.0000000,425118
20200608,000000,2897.2000000,2917.8000000,2866.0000000,2873.2000000,364212
20200609,000000,2896.4000000,2905.0000000,2855.0000000,2902.0000000,335131
20200610,000000,2895.6000000,2919.4000000,2867.0000000,2881.2000000,353031
20200611,000000,2871.0000000,2879.8000000,2817.6000000,2850.0000000,477374
20200615,000000,2836.0000000,2975.0000000,2820.4000000,2967.4000000,799022
20200616,000000,2984.0000000,3062.0000000,2967.4000000,3009.0000000,916051
20200617,000000,3024.0000000,3074.0000000,3010.0000000,3068.2000000,606577
20200618,000000,3058.8000000,3115.0000000,3021.2000000,3108.0000000,741015
20200619,000000,3109.0000000,3176.2000000,3107.0000000,3155.0000000,700308
20200622,000000,3171.0000000,3270.8000000,3115.0000000,3254.2000000,759511
20200623,000000,3248.0000000,3444.8000000,3240.8000000,3358.6000000,1723932
20200625,000000,3434.0000000,3509.2000000,3383.0000000,3499.0000000,1287989
20200626,000000,3477.2000000,3519.4000000,3417.0000000,3430.0000000,610592
20200629,000000,3434.6000000,3483.2000000,3380.2000000,3467.0000000,560338
20200630,000000,3467.0000000,3564.6000000,3423.0000000,3545.6000000,631981
20200702,000000,3524.0000000,3588.0000000,3502.0000000,3548.6000000,438762
20200703,000000,3550.0000000,3575.0000000,3513.0000000,3549.6000000,274175
20200706,000000,3573.0000000,3710.0000000,3555.6000000,3639.0000000,611903
20200707,000000,3643.0000000,3664.2000000,3572.0000000,3598.8000000,612278
20200708,000000,3586.8000000,3636.0000000,3553.0000000,3581.8000000,571527
20200709,000000,3583.0000000,3658.0000000,3575.4000000,3637.8000000,495719
20200710,000000,3622.6000000,3684.8000000,3590.6000000,3633.0000000,501547
20200713,000000,3640.6000000,3719.6000000,3635.0000000,3678.0000000,463247
20200714,000000,3677.0000000,3789.0000000,3581.2000000,3772.0000000,733070
20200715,000000,3762.6000000,3896.4000000,3762.4000000,3882.8000000,816356
20200716,000000,3849.6000000,3882.8000000,3807.0000000,3824.0000000,501829
20200717,000000,3836.4000000,3966.0000000,3830.0000000,3950.0000000,638095
20200720,000000,3950.0000000,4029.4000000,3901.0000000,4029.0000000,587288
20200721,000000,4017.0000000,4202.0000000,3921.2000000,3964.0000000,1030294
20200722,000000,3965.0000000,4026.6000000,3910.6000000,4010.0000000,704144
20200723,000000,4020.2000000,4069.6000000,3952.2000000,4002.8000000,576118
20200724,000000,3982.0000000,4045.0000000,3931.0000000,4017.2000000,489272
20200727,000000,4038.4000000,4155.0000000,4012.0000000,4123.0000000,534302
20200728,000000,4182.0000000,4198.8000000,3971.8000000,4114.4000000,1295142
20200729,000000,4131.4000000,4222.0000000,4121.6000000,4187.8000000,544339
20200730,000000,4184.0000000,4196.8000000,4104.4000000,4191.0000000,548606
20200731,000000,4211.4000000,4267.6000000,4180.2000000,4257.0000000,808414
20200803,000000,4261.0000000,4328.8000000,4242.6000000,4288.6000000,546317
20200804,000000,4304.0000000,4348.8000000,4280.2000000,4312.0000000,343736
20200805,000000,4323.4000000,4355.0000000,4310.0000000,4340.2000000,508572
20200806,000000,4342.0000000,4417.6000000,4330.2000000,4413.8000000,431203
20200807,000000,4399.8000000,4443.6000000,4321.0000000,4360.0000000,565488
20200810,000000,4380.4000000,4396.0000000,4173.8000000,4205.0000000,846158
20200811,000000,4228.2000000,4329.0000000,4135.2000000,4185.8000000,1317479
20200812,000000,4203.2000000,4330.0000000,4182.0000000,4288.8000000,1220993
20200813,000000,4411.8000000,4554.2000000,4317.4000000,4366.0000000,3722104
20200814,000000,4405.6000000,4459.8000000,4370.4000000,4389.6000000,2193720
20200817,000000,4406.2000000,4534.6000000,4406.0000000,4500.0000000,2532299
20200818,000000,4493.8000000,4548.0000000,4464.4000000,4503.0000000,1977361
20200819,000000,4510.0000000,4624.4000000,4505.4000000,4620.0000000,1961349
20200820,000000,4596.0000000,4760.0000000,4586.0000000,4700.0000000,2991385
20200821,000000,4725.2000000,4823.8000000,4717.6000000,4772.0000000,2525509
20200824,000000,4792.2000000,4920.0000000,4770.2000000,4913.4000000,2313397
20200825,000000,4920.2000000,5078.2000000,4890.6000000,5055.0000000,2614166
20200826,000000,5063.2000000,5135.8000000,4816.4000000,4973.6000000,3774617
20200827,000000,4993.6000000,5022.8000000,4791.0000000,4842.8000000,2604003
20200828,000000,4867.2000000,4928.2000000,4761.0000000,4845.0000000,2429625
20200831,000000,4888.0000000,5165.0000000,4881.0000000,5089.4000000,22750215
20200901,000000,5082.6000000,5177.0000000,4984.8000000,5033.0000000,3622595
20200902,000000,5070.0000000,5118.2000000,4943.0000000,5070.0000000,2459368
20200903,000000,5043.8000000,5106.0000000,4870.0000000,4917.8000000,2587899
20200904,000000,4890.6000000,4993.8000000,4766.0000000,4885.0000000,2799228
20200907,000000,4845.0000000,4997.8000000,4810.0000000,4975.0000000,1264674
20200908,000000,4980.2000000,5035.0000000,4660.2000000,4670.2000000,3248397
20200909,000000,4695.0000000,4759.0000000,4650.0000000,4743.4000000,1686076
20200910,000000,4738.8000000,4775.0000000,4585.0000000,4597.8000000,1788524
20200911,000000,4626.0000000,4692.2000000,4572.2000000,4662.0000000,1493158
20200914,000000,4680.0000000,4760.0000000,4665.2000000,4730.0000000,1131139
20200915,000000,4730.2000000,4836.8000000,4656.0000000,4685.8000000,1759118
20200916,000000,4704.0000000,4719.6000000,4608.0000000,4637.0000000,900653
20200917,000000,4606.0000000,4614.0000000,4483.4000000,4595.0000000,1633678
20200918,000000,4585.0000000,4643.6000000,4552.0000000,4628.0000000,1015803
20200921,000000,4615.2000000,4626.8000000,4488.2000000,4527.8000000,1002994
20200922,000000,4534.0000000,4900.0000000,4490.0000000,4900.0000000,3090318
20200923,000000,5100.0000000,5653.2000000,4941.6000000,5008.6000000,13054589
20200924,000000,5016.6000000,5045.8000000,4763.4000000,4775.0000000,2950463
20200925,000000,4797.0000000,4959.8000000,4710.0000000,4934.0000000,1839588
20200928,000000,4951.8000000,5119.8000000,4941.8000000,5080.0000000,1758903
20200929,000000,5074.4000000,5131.0000000,4940.0000000,5095.0000000,1482489
20200930,000000,5078.2000000,5106.8000000,5022.4000000,5062.0000000,704126
20201001,000000,5072.4000000,5108.6000000,4902.0000000,4928.8000000,1209875
20201002,000000,4907.8000000,4988.6000000,4844.8000000,4907.0000000,1192250
20201005,000000,4934.0000000,5010.0000000,4872.2000000,4980.0000000,816213
20201006,000000,4982.2000000,4999.2000000,4833.4000000,4869.0000000,1009472
20201007,000000,4891.8000000,4902.8000000,4740.0000000,4779.4000000,979550
20201008,000000,4800.4000000,4816.6000000,4690.2000000,4714.6000000,903958
20201009,000000,4732.2000000,4766.0000000,4620.8000000,4683.0000000,1093789
20201012,000000,4694.0000000,4794.0000000,4685.0000000,4759.8000000,965369
20201013,000000,4759.4000000,4855.0000000,4736.8000000,4838.8000000,1224955
20201014,000000,4843.6000000,4885.4000000,4752.0000000,4772.0000000,868759
20201015,000000,4756.6000000,4780.0000000,4677.0000000,4754.4000000,1013258
20201016,000000,4754.2000000,4779.8000000,4503.0000000,4530.0000000,2239810
20201019,000000,4551.0000000,4571.8000000,4427.2000000,4457.0000000,1424787
20201020,000000,4463.2000000,4494.0000000,4311.4000000,4340.0000000,1493008
20201021,000000,4351.0000000,4440.0000000,4263.6000000,4410.2000000,1857616
20201022,000000,4405.0000000,4508.6000000,4373.0000000,4455.0000000,1490652
20201023,000000,4443.0000000,4529.8000000,4435.2000000,4523.2000000,766336
20201026,000000,4499.6000000,4540.6000000,4450.2000000,4504.0000000,624050
20201027,000000,4500.0000000,4623.0000000,4475.6000000,4600.8000000,901719
20201028,000000,4590.0000000,4637.0000000,4500.0000000,4586.0000000,1388479
20201029,000000,4605.0000000,4655.0000000,4584.4000000,4637.2000000,992726
20201030,000000,4597.8000000,4619.6000000,4515.0000000,4561.0000000,651709
20201102,000000,4557.2000000,4685.0000000,4543.4000000,4589.2000000,843940
20201103,000000,4605.0000000,4627.8000000,4536.0000000,4591.0000000,858907
20201105,000000,4765.0000000,4867.0000000,4710.2000000,4854.8000000,1492806
20201106,000000,4830.0000000,4934.4000000,4780.0000000,4927.0000000,1023911
20201109,000000,4988.0000000,5077.8000000,4933.4000000,4985.4000000,1831036
20201110,000000,4976.0000000,4986.0000000,4696.0000000,4696.0000000,1651350
20201111,000000,4725.4000000,4813.6000000,4666.2000000,4724.8000000,1630908
20201112,000000,4709.6000000,4775.0000000,4703.0000000,4718.8000000,596016
20201113,000000,4748.0000000,4799.8000000,4732.0000000,4799.0000000,382448
20201116,000000,4806.2000000,4839.8000000,4705.2000000,4735.2000000,689840
20201117,000000,4745.0000000,4765.0000000,4632.0000000,4680.0000000,464480
20201118,000000,4662.4000000,4750.0000000,4641.2000000,4691.2000000,504218
20201119,000000,4698.2000000,4755.0000000,4678.0000000,4742.6000000,353059
20201120,000000,4744.0000000,4792.8000000,4720.0000000,4745.6000000,335322
20201123,000000,4750.0000000,4783.0000000,4680.0000000,4687.6000000,611856
20201124,000000,4711.0000000,4966.6000000,4695.4000000,4935.8000000,1518366
20201125,000000,4951.8000000,4960.0000000,4846.0000000,4946.0000000,836646
20201126,000000,4940.8000000,5034.8000000,4915.8000000,4985.2000000,621134
20201127,000000,5006.8000000,5170.0000000,4970.2000000,5115.0000000,988908
20201130,000000,5099.8000000,5418.4000000,5065.2000000,5278.0000000,3552109
